date,item_id,price,label
2006-10-01,210403,4.9454103,Beef
2006-10-01,210905,2.4420815,Fresh chicken
2006-10-01,211210,1.4799016,frozen fish
2006-10-01,212405,1.335862,frozen chips
2006-11-01,210106,0.82456696,Bread
2006-11-01,210403,4.885805,Beef
2006-11-01,210905,2.5073423,Fresh chicken
2006-11-01,211210,1.4657005,frozen fish
2006-11-01,212405,1.475848,frozen chips
2006-12-01,210106,0.82976925,Bread
2006-12-01,210403,4.9836984,Beef
2006-12-01,210905,2.5351756,Fresh chicken
2006-12-01,211210,1.510792,frozen fish
2006-12-01,212405,1.4876503,frozen chips
2007-01-01,210106,0.8329688,Bread
2007-01-01,210403,5.0073915,Beef
2007-01-01,210905,2.5530841,Fresh chicken
2007-01-01,211210,1.6352352,frozen fish
2007-01-01,212405,1.3882475,frozen chips
2007-02-01,210106,0.8236585,Bread
2007-02-01,210403,4.9597254,Beef
2007-02-01,210905,2.4783576,Fresh chicken
2007-02-01,211210,1.6121303,frozen fish
2007-02-01,212405,1.5071065,frozen chips
2007-03-01,210106,0.8454962,Bread
2007-03-01,210403,4.9974613,Beef
2007-03-01,210905,2.4553125,Fresh chicken
2007-03-01,211210,1.6398817,frozen fish
2007-03-01,212405,1.4828641,frozen chips
2007-04-01,210106,0.8400764,Bread
2007-04-01,210403,5.0072656,Beef
2007-04-01,210905,2.518532,Fresh chicken
2007-04-01,211210,1.6111835,frozen fish
2007-04-01,212405,1.4399505,frozen chips
2007-05-01,210106,0.8438806,Bread
2007-05-01,210403,4.998897,Beef
2007-05-01,210905,2.5579205,Fresh chicken
2007-05-01,211210,1.6153756,frozen fish
2007-05-01,212405,1.501592,frozen chips
2007-06-01,210106,0.850155,Bread
2007-06-01,210403,4.9957914,Beef
2007-06-01,210905,2.5591593,Fresh chicken
2007-06-01,211210,1.6771265,frozen fish
2007-06-01,212405,1.5015196,frozen chips
2007-07-01,210106,0.8428788,Bread
2007-07-01,210403,5.0423865,Beef
2007-07-01,210905,2.5610917,Fresh chicken
2007-07-01,211210,1.6696451,frozen fish
2007-07-01,212405,1.4189501,frozen chips
2007-08-01,210106,0.8493985,Bread
2007-08-01,210403,5.0419927,Beef
2007-08-01,210905,2.551229,Fresh chicken
2007-08-01,211210,1.5987432,frozen fish
2007-08-01,212405,1.483596,frozen chips
2007-09-01,210106,0.8719841,Bread
2007-09-01,210403,4.941208,Beef
2007-09-01,210905,2.5741124,Fresh chicken
2007-09-01,211210,1.6428572,frozen fish
2007-09-01,212405,1.4317734,frozen chips
2007-10-01,210106,0.8924243,Bread
2007-10-01,210403,4.9888167,Beef
2007-10-01,210905,2.5912776,Fresh chicken
2007-10-01,211210,1.640339,frozen fish
2007-10-01,212405,1.438349,frozen chips
2007-11-01,210106,0.9054887,Bread
2007-11-01,210403,5.0425844,Beef
2007-11-01,210905,2.6974168,Fresh chicken
2007-11-01,211210,1.5546032,frozen fish
2007-11-01,212405,1.4800934,frozen chips
2007-12-01,210106,0.9087681,Bread
2007-12-01,210403,5.0178676,Beef
2007-12-01,210905,2.7306695,Fresh chicken
2007-12-01,211210,1.560842,frozen fish
2007-12-01,212405,1.433785,frozen chips
2008-01-01,210106,0.9105147,Bread
2008-01-01,210403,5.0567408,Beef
2008-01-01,210905,2.695322,Fresh chicken
2008-01-01,211210,1.5872192,frozen fish
2008-01-01,212405,1.3651814,frozen chips
2008-02-01,210106,0.9033859,Bread
2008-02-01,210403,5.240568,Beef
2008-02-01,210905,2.7825115,Fresh chicken
2008-02-01,211210,1.5749726,frozen fish
2008-02-01,212405,1.4475125,frozen chips
2008-03-01,210106,0.890303,Bread
2008-03-01,210403,5.2643704,Beef
2008-03-01,210905,2.7326777,Fresh chicken
2008-03-01,211210,1.6424193,frozen fish
2008-03-01,212405,1.3864928,frozen chips
2008-04-01,210106,0.8861538,Bread
2008-04-01,210403,5.4049044,Beef
2008-04-01,210905,2.7975757,Fresh chicken
2008-04-01,211210,1.6405587,frozen fish
2008-04-01,212405,1.4330542,frozen chips
2008-05-01,210106,0.9092914,Bread
2008-05-01,210403,5.5132937,Beef
2008-05-01,210905,2.9357455,Fresh chicken
2008-05-01,211210,1.6777272,frozen fish
2008-05-01,212405,1.4135784,frozen chips
2008-06-01,210106,0.8954199,Bread
2008-06-01,210403,5.7616014,Beef
2008-06-01,210905,3.0716355,Fresh chicken
2008-06-01,211210,1.6118749,frozen fish
2008-06-01,212405,1.4497524,frozen chips
2008-07-01,210106,0.9080916,Bread
2008-07-01,210403,5.9356537,Beef
2008-07-01,210905,3.178455,Fresh chicken
2008-07-01,211210,1.6374534,frozen fish
2008-07-01,212405,1.513618,frozen chips
2008-08-01,210106,0.9262016,Bread
2008-08-01,210403,5.8826847,Beef
2008-08-01,210905,3.109087,Fresh chicken
2008-08-01,211210,1.6908975,frozen fish
2008-08-01,212405,1.5154028,frozen chips
2008-09-01,210106,0.89658916,Bread
2008-09-01,210403,5.9047246,Beef
2008-09-01,210905,3.128,Fresh chicken
2008-09-01,211210,1.7407471,frozen fish
2008-09-01,212405,1.5410293,frozen chips
2008-10-01,210106,0.9257037,Bread
2008-10-01,210403,5.9255223,Beef
2008-10-01,210905,3.2308156,Fresh chicken
2008-10-01,211210,1.7187647,frozen fish
2008-10-01,212405,1.460255,frozen chips
2008-11-01,210106,0.9369291,Bread
2008-11-01,210403,6.0206947,Beef
2008-11-01,210905,3.2363374,Fresh chicken
2008-11-01,211210,1.7504193,frozen fish
2008-11-01,212405,1.6016,frozen chips
2008-12-01,210106,0.9452985,Bread
2008-12-01,210403,6.1036654,Beef
2008-12-01,210905,3.196323,Fresh chicken
2008-12-01,211210,1.7548109,frozen fish
2008-12-01,212405,1.5992271,frozen chips
2009-01-01,210106,0.9241791,Bread
2009-01-01,210403,6.0890236,Beef
2009-01-01,210905,3.2689917,Fresh chicken
2009-01-01,211210,1.6860656,frozen fish
2009-01-01,212405,1.5046799,frozen chips
2009-02-01,210106,0.9578572,Bread
2009-02-01,210403,6.1791286,Beef
2009-02-01,210905,3.246278,Fresh chicken
2009-02-01,211210,1.744436,frozen fish
2009-02-01,212405,1.5168749,frozen chips
2009-03-01,210106,0.9661667,Bread
2009-03-01,210403,6.1577907,Beef
2009-03-01,210905,3.2619214,Fresh chicken
2009-03-01,211210,1.835294,frozen fish
2009-03-01,212405,1.5670443,frozen chips
2009-04-01,210106,0.956,Bread
2009-04-01,210403,6.197647,Beef
2009-04-01,210905,3.2289178,Fresh chicken
2009-04-01,211210,1.8402239,frozen fish
2009-04-01,212405,1.5780095,frozen chips
2009-05-01,210106,0.9670635,Bread
2009-05-01,210403,6.222795,Beef
2009-05-01,210905,3.2459633,Fresh chicken
2009-05-01,211210,1.8893616,frozen fish
2009-05-01,212405,1.5946153,frozen chips
2009-06-01,210106,0.98636365,Bread
2009-06-01,210403,6.260433,Beef
2009-06-01,210905,3.2600865,Fresh chicken
2009-06-01,211210,1.8432744,frozen fish
2009-06-01,212405,1.524541,frozen chips
2009-07-01,210106,0.96944,Bread
2009-07-01,210403,6.2347813,Beef
2009-07-01,210905,3.1559558,Fresh chicken
2009-07-01,211210,1.9675833,frozen fish
2009-07-01,212405,1.5389,frozen chips
2009-08-01,210106,0.95852715,Bread
2009-08-01,210403,6.282235,Beef
2009-08-01,210905,3.2687013,Fresh chicken
2009-08-01,211210,1.9310744,frozen fish
2009-08-01,212405,1.4832836,frozen chips
2009-09-01,210106,0.96862596,Bread
2009-09-01,210403,6.2659764,Beef
2009-09-01,210905,3.2249355,Fresh chicken
2009-09-01,211210,1.762327,frozen fish
2009-09-01,212405,1.5349756,frozen chips
2009-10-01,210106,0.943985,Bread
2009-10-01,210403,6.2653694,Beef
2009-10-01,210905,3.2373896,Fresh chicken
2009-10-01,211210,1.7567044,frozen fish
2009-10-01,212405,1.518835,frozen chips
2009-11-01,210106,0.9494615,Bread
2009-11-01,210403,6.280618,Beef
2009-11-01,210905,3.0971622,Fresh chicken
2009-11-01,211210,1.7542473,frozen fish
2009-11-01,212405,1.475,frozen chips
2009-12-01,210106,0.9509702,Bread
2009-12-01,210403,6.308314,Beef
2009-12-01,210905,3.1940887,Fresh chicken
2009-12-01,211210,1.8695024,frozen fish
2009-12-01,212405,1.5098029,frozen chips
2010-01-01,210106,0.92274076,Bread
2010-01-01,210403,6.2910156,Beef
2010-01-01,210905,3.1669333,Fresh chicken
2010-01-01,211210,1.7718918,frozen fish
2010-01-01,212405,1.3652885,frozen chips
2010-02-01,210106,0.8892248,Bread
2010-02-01,210403,6.15841,Beef
2010-02-01,210905,3.241033,Fresh chicken
2010-02-01,211210,1.7557865,frozen fish
2010-02-01,212405,1.4132473,frozen chips
2010-03-01,210106,0.92488545,Bread
2010-03-01,210403,6.2441797,Beef
2010-03-01,210905,3.1642058,Fresh chicken
2010-03-01,211210,1.7367204,frozen fish
2010-03-01,212405,1.4755825,frozen chips
2010-04-01,210106,0.9168504,Bread
2010-04-01,210403,6.24851,Beef
2010-04-01,210905,3.280897,Fresh chicken
2010-04-01,211210,1.7930883,frozen fish
2010-04-01,212405,1.5153424,frozen chips
2010-05-01,210106,0.9484252,Bread
2010-05-01,210403,6.2734747,Beef
2010-05-01,210905,3.210688,Fresh chicken
2010-05-01,211210,1.7923256,frozen fish
2010-05-01,212405,1.4949082,frozen chips
2010-06-01,210106,0.93776923,Bread
2010-06-01,210403,6.3267446,Beef
2010-06-01,210905,3.206323,Fresh chicken
2010-06-01,211210,1.7286295,frozen fish
2010-06-01,212405,1.51131,frozen chips
2010-07-01,210106,0.92477274,Bread
2010-07-01,210403,6.265346,Beef
2010-07-01,210905,3.2331362,Fresh chicken
2010-07-01,211210,1.7824528,frozen fish
2010-07-01,212405,1.5195909,frozen chips
2010-08-01,210106,0.9479231,Bread
2010-08-01,210403,6.247846,Beef
2010-08-01,210905,3.1777778,Fresh chicken
2010-08-01,211210,1.7572124,frozen fish
2010-08-01,212405,1.4467118,frozen chips
2010-09-01,210106,0.95416003,Bread
2010-09-01,210403,6.286312,Beef
2010-09-01,210905,3.1779246,Fresh chicken
2010-09-01,211210,1.7888739,frozen fish
2010-09-01,212405,1.4586363,frozen chips
2010-10-01,210106,0.9582089,Bread
2010-10-01,210403,6.2548094,Beef
2010-10-01,210905,3.1474886,Fresh chicken
2010-10-01,211210,1.7473303,frozen fish
2010-10-01,212405,1.4162273,frozen chips
2010-11-01,210106,0.95717555,Bread
2010-11-01,210403,6.2355213,Beef
2010-11-01,210905,3.1875112,Fresh chicken
2010-11-01,211210,1.7924,frozen fish
2010-11-01,212405,1.5442723,frozen chips
2010-12-01,210106,0.9787591,Bread
2010-12-01,210403,6.2597346,Beef
2010-12-01,210905,3.3254106,Fresh chicken
2010-12-01,211210,1.6962037,frozen fish
2010-12-01,212405,1.5286697,frozen chips
2011-01-01,210106,0.96546876,Bread
2011-01-01,210403,6.2474713,Beef
2011-01-01,210905,3.3154166,Fresh chicken
2011-01-01,211210,1.6345575,frozen fish
2011-01-01,212405,1.5101755,frozen chips
2011-02-01,210106,1.0009756,Bread
2011-02-01,210403,6.353426,Beef
2011-02-01,210905,3.3132308,Fresh chicken
2011-02-01,211210,1.6739106,frozen fish
2011-02-01,212405,1.5478605,frozen chips
2011-03-01,210106,1.0084733,Bread
2011-03-01,210403,6.3678327,Beef
2011-03-01,210905,3.3768294,Fresh chicken
2011-03-01,211210,1.7219375,frozen fish
2011-03-01,212405,1.6279465,frozen chips
2011-04-01,210106,1.0029008,Bread
2011-04-01,210403,6.331279,Beef
2011-04-01,210905,3.4226441,Fresh chicken
2011-04-01,211210,1.7005223,frozen fish
2011-04-01,212405,1.6685778,frozen chips
2011-05-01,210106,1.0121804,Bread
2011-05-01,210403,6.3834906,Beef
2011-05-01,210905,3.4347196,Fresh chicken
2011-05-01,211210,1.666115,frozen fish
2011-05-01,212405,1.7164414,frozen chips
2011-06-01,210106,1.0346564,Bread
2011-06-01,210403,6.4418006,Beef
2011-06-01,210905,3.4722857,Fresh chicken
2011-06-01,211210,1.7009271,frozen fish
2011-06-01,212405,1.6988019,frozen chips
2011-07-01,210106,1.0386155,Bread
2011-07-01,210403,6.4613566,Beef
2011-07-01,210905,3.4839604,Fresh chicken
2011-07-01,211210,1.810733,frozen fish
2011-07-01,212405,1.6982433,frozen chips
2011-08-01,210106,1.0533847,Bread
2011-08-01,210403,6.428385,Beef
2011-08-01,210905,3.5742326,Fresh chicken
2011-08-01,211210,1.8442719,frozen fish
2011-08-01,212405,1.6553425,frozen chips
2011-09-01,210106,1.0282353,Bread
2011-09-01,210403,6.568008,Beef
2011-09-01,210905,3.5465436,Fresh chicken
2011-09-01,211210,1.8743434,frozen fish
2011-09-01,212405,1.6864574,frozen chips
2011-10-01,210106,1.0377693,Bread
2011-10-01,210403,6.577915,Beef
2011-10-01,210905,3.4844341,Fresh chicken
2011-10-01,211210,1.9207615,frozen fish
2011-10-01,212405,1.6664865,frozen chips
2011-11-01,210106,1.0633333,Bread
2011-11-01,210403,6.7847843,Beef
2011-11-01,210905,3.443511,Fresh chicken
2011-11-01,211210,1.9438806,frozen fish
2011-11-01,212405,1.687844,frozen chips
2011-12-01,210106,1.0572656,Bread
2011-12-01,210403,6.899506,Beef
2011-12-01,210905,3.5046296,Fresh chicken
2011-12-01,211210,1.9958501,frozen fish
2011-12-01,212405,1.6840866,frozen chips
2012-01-01,210106,1.0126667,Bread
2012-01-01,210403,6.9937873,Beef
2012-01-01,210905,3.5073392,Fresh chicken
2012-01-01,211210,1.9104854,frozen fish
2012-01-01,212405,1.6478761,frozen chips
2012-02-01,210106,1.0159092,Bread
2012-02-01,210403,7.073431,Beef
2012-02-01,210905,3.5681396,Fresh chicken
2012-02-01,211210,1.8386408,frozen fish
2012-02-01,212405,1.6859715,frozen chips
2012-03-01,210106,1.0606569,Bread
2012-03-01,210403,7.0013833,Beef
2012-03-01,210905,3.567544,Fresh chicken
2012-03-01,211210,1.9808096,frozen fish
2012-03-01,212405,1.6960766,frozen chips
2012-04-01,210106,1.0449243,Bread
2012-04-01,210403,7.060984,Beef
2012-04-01,210905,3.497729,Fresh chicken
2012-04-01,211210,1.9213526,frozen fish
2012-04-01,212405,1.6640298,frozen chips
2012-05-01,210106,1.0294929,Bread
2012-05-01,210403,7.259533,Beef
2012-05-01,210905,3.4471369,Fresh chicken
2012-05-01,211210,1.9832653,frozen fish
2012-05-01,212405,1.6288947,frozen chips
2012-06-01,210106,1.0391241,Bread
2012-06-01,210403,7.252903,Beef
2012-06-01,210905,3.4818804,Fresh chicken
2012-06-01,211210,1.8605381,frozen fish
2012-06-01,212405,1.6736126,frozen chips
2012-07-01,210106,1.0497761,Bread
2012-07-01,210403,7.3131557,Beef
2012-07-01,210905,3.4462614,Fresh chicken
2012-07-01,211210,1.9285463,frozen fish
2012-07-01,212405,1.6550491,frozen chips
2012-08-01,210106,1.0491729,Bread
2012-08-01,210403,7.334462,Beef
2012-08-01,210905,3.3944955,Fresh chicken
2012-08-01,211210,2.0049338,frozen fish
2012-08-01,212405,1.6027929,frozen chips
2012-09-01,210106,1.0628788,Bread
2012-09-01,210403,7.412745,Beef
2012-09-01,210905,3.4385965,Fresh chicken
2012-09-01,211210,1.976416,frozen fish
2012-09-01,212405,1.6073756,frozen chips
2012-10-01,210106,1.0472993,Bread
2012-10-01,210403,7.43977,Beef
2012-10-01,210905,3.4115422,Fresh chicken
2012-10-01,211210,2.0792592,frozen fish
2012-10-01,212405,1.6143379,frozen chips
2012-11-01,210106,1.0827273,Bread
2012-11-01,210403,7.464633,Beef
2012-11-01,210905,3.566425,Fresh chicken
2012-11-01,211210,1.9663204,frozen fish
2012-11-01,212405,1.6219355,frozen chips
2012-12-01,210106,1.0768657,Bread
2012-12-01,210403,7.4262547,Beef
2012-12-01,210905,3.6165767,Fresh chicken
2012-12-01,211210,2.0206788,frozen fish
2012-12-01,212405,1.6371028,frozen chips
2013-01-01,210106,1.0677273,Bread
2013-01-01,210403,7.496423,Beef
2013-01-01,210905,3.5637662,Fresh chicken
2013-01-01,211210,1.9846636,frozen fish
2013-01-01,212405,1.6769907,frozen chips
2013-02-01,210106,1.0185827,Bread
2013-02-01,210403,7.5258756,Beef
2013-02-01,210905,3.5837717,Fresh chicken
2013-02-01,211210,2.1058412,frozen fish
2013-02-01,212405,1.892767,frozen chips
2013-03-01,210106,1.0053384,Bread
2013-03-01,210403,7.541716,Beef
2013-03-01,210905,3.5903878,Fresh chicken
2013-03-01,211210,2.1274886,frozen fish
2013-03-01,212405,1.8925822,frozen chips
2013-04-01,210106,1.0365248,Bread
2013-04-01,210403,7.661146,Beef
2013-04-01,210905,3.5620675,Fresh chicken
2013-04-01,211210,2.1791584,frozen fish
2013-04-01,212405,1.8859727,frozen chips
2013-05-01,210106,1.0384172,Bread
2013-05-01,210403,7.7262597,Beef
2013-05-01,210905,3.653532,Fresh chicken
2013-05-01,211210,2.1106944,frozen fish
2013-05-01,212405,1.8633945,frozen chips
2013-06-01,210106,1.0315329,Bread
2013-06-01,210403,7.7680707,Beef
2013-06-01,210905,3.6578689,Fresh chicken
2013-06-01,211210,2.0542173,frozen fish
2013-06-01,212405,1.7615094,frozen chips
2013-07-01,210106,1.0228682,Bread
2013-07-01,210403,7.8025703,Beef
2013-07-01,210905,3.6627426,Fresh chicken
2013-07-01,211210,2.0882668,frozen fish
2013-07-01,212405,1.7785321,frozen chips
2013-08-01,210106,1.0390441,Bread
2013-08-01,210403,7.920118,Beef
2013-08-01,210905,3.6686134,Fresh chicken
2013-08-01,211210,2.0760345,frozen fish
2013-08-01,212405,1.7789497,frozen chips
2013-09-01,210106,1.0539259,Bread
2013-09-01,210403,7.991341,Beef
2013-09-01,210905,3.708523,Fresh chicken
2013-09-01,211210,2.0622222,frozen fish
2013-09-01,212405,1.752844,frozen chips
2013-10-01,210106,1.0652555,Bread
2013-10-01,210403,7.9751925,Beef
2013-10-01,210905,3.7194214,Fresh chicken
2013-10-01,211210,2.0415094,frozen fish
2013-10-01,212405,1.8347707,frozen chips
2013-11-01,210106,1.0432812,Bread
2013-11-01,210403,8.064491,Beef
2013-11-01,210905,3.7278008,Fresh chicken
2013-11-01,211210,2.0464385,frozen fish
2013-11-01,212405,1.8481107,frozen chips
2013-12-01,210106,1.0426619,Bread
2013-12-01,210403,8.00597,Beef
2013-12-01,210905,3.753718,Fresh chicken
2013-12-01,211210,2.0341096,frozen fish
2013-12-01,212405,1.8419534,frozen chips
2014-01-01,210106,1.050803,Bread
2014-01-01,210403,8.011629,Beef
2014-01-01,210905,3.699261,Fresh chicken
2014-01-01,211210,1.9958768,frozen fish
2014-01-01,212405,1.8856881,frozen chips
2014-02-01,210106,1.0177692,Bread
2014-02-01,210403,8.091939,Beef
2014-02-01,210905,3.6808333,Fresh chicken
2014-02-01,211210,2.0282407,frozen fish
2014-02-01,212405,1.7801869,frozen chips
2014-03-01,210106,1.0474074,Bread
2014-03-01,210403,8.056602,Beef
2014-03-01,210905,3.6776295,Fresh chicken
2014-03-01,211210,2.0483172,frozen fish
2014-03-01,212405,1.886068,frozen chips
2014-04-01,210106,1.0437595,Bread
2014-04-01,210403,8.113521,Beef
2014-04-01,210905,3.7807949,Fresh chicken
2014-04-01,211210,2.0695872,frozen fish
2014-04-01,212405,1.8047475,frozen chips
2014-05-01,210106,1.0191791,Bread
2014-05-01,210403,7.9642425,Beef
2014-05-01,210905,3.7162654,Fresh chicken
2014-05-01,211210,2.0842412,frozen fish
2014-05-01,212405,1.7961025,frozen chips
2014-06-01,210106,1.0571533,Bread
2014-06-01,210403,8.038808,Beef
2014-06-01,210905,3.7347367,Fresh chicken
2014-06-01,211210,2.0135455,frozen fish
2014-06-01,212405,1.7737305,frozen chips
2014-07-01,210106,1.0662318,Bread
2014-07-01,210403,7.9746695,Beef
2014-07-01,210905,3.7183263,Fresh chicken
2014-07-01,211210,2.0735176,frozen fish
2014-07-01,212405,1.7662827,frozen chips
2014-08-01,210106,1.0358088,Bread
2014-08-01,210403,7.9886055,Beef
2014-08-01,210905,3.7285407,Fresh chicken
2014-08-01,211210,1.9544762,frozen fish
2014-08-01,212405,1.7344776,frozen chips
2014-09-01,210106,1.0548873,Bread
2014-09-01,210403,7.9810348,Beef
2014-09-01,210905,3.6599998,Fresh chicken
2014-09-01,211210,2.0196447,frozen fish
2014-09-01,212405,1.6920378,frozen chips
2014-10-01,210106,1.0265694,Bread
2014-10-01,210403,8.047656,Beef
2014-10-01,210905,3.7019086,Fresh chicken
2014-10-01,211210,2.0527587,frozen fish
2014-10-01,212405,1.7001423,frozen chips
2014-11-01,210106,1.0334375,Bread
2014-11-01,210403,8.05284,Beef
2014-11-01,210905,3.7288618,Fresh chicken
2014-11-01,211210,1.95315,frozen fish
2014-11-01,212405,1.6257277,frozen chips
2014-12-01,210106,1.0632331,Bread
2014-12-01,210403,8.058647,Beef
2014-12-01,210905,3.778703,Fresh chicken
2014-12-01,211210,2.1024,frozen fish
2014-12-01,212405,1.6899999,frozen chips
2015-01-01,210106,1.0447016,Bread
2015-01-01,210403,7.988506,Beef
2015-01-01,210905,3.7102304,Fresh chicken
2015-01-01,211210,2.0704718,frozen fish
2015-01-01,212405,1.7125944,frozen chips
2015-02-01,210106,1.02984,Bread
2015-02-01,210403,8.013149,Beef
2015-02-01,210905,3.7117822,Fresh chicken
2015-02-01,211210,1.9454067,frozen fish
2015-02-01,212405,1.6714721,frozen chips
2015-03-01,210106,1.05375,Bread
2015-03-01,210403,7.9791985,Beef
2015-03-01,210905,3.6680508,Fresh chicken
2015-03-01,211210,1.856574,frozen fish
2015-03-01,212405,1.745153,frozen chips
2015-04-01,210106,1.0830535,Bread
2015-04-01,210403,7.978727,Beef
2015-04-01,210905,3.678059,Fresh chicken
2015-04-01,211210,1.998919,frozen fish
2015-04-01,212405,1.7527586,frozen chips
2015-05-01,210106,1.0562698,Bread
2015-05-01,210403,7.9942355,Beef
2015-05-01,210905,3.6500852,Fresh chicken
2015-05-01,211210,1.9781778,frozen fish
2015-05-01,212405,1.7419417,frozen chips
2015-06-01,210106,1.0360317,Bread
2015-06-01,210403,8.01477,Beef
2015-06-01,210905,3.6510878,Fresh chicken
2015-06-01,211210,2.0056636,frozen fish
2015-06-01,212405,1.6885389,frozen chips
2015-07-01,210106,1.0298518,Bread
2015-07-01,210403,7.9581146,Beef
2015-07-01,210905,3.6086974,Fresh chicken
2015-07-01,211210,1.9448673,frozen fish
2015-07-01,212405,1.7646222,frozen chips
2015-08-01,210106,1.039697,Bread
2015-08-01,210403,7.968893,Beef
2015-08-01,210905,3.6316116,Fresh chicken
2015-08-01,211210,1.9511111,frozen fish
2015-08-01,212405,1.7099127,frozen chips
2015-09-01,210106,1.039416,Bread
2015-09-01,210403,7.970226,Beef
2015-09-01,210905,3.62684,Fresh chicken
2015-09-01,211210,1.8983556,frozen fish
2015-09-01,212405,1.7162781,frozen chips
2015-10-01,210106,1.0247445,Bread
2015-10-01,210403,7.9296074,Beef
2015-10-01,210905,3.6250842,Fresh chicken
2015-10-01,211210,1.9517734,frozen fish
2015-10-01,212405,1.6969445,frozen chips
2015-11-01,210106,1.0319117,Bread
2015-11-01,210403,8.007352,Beef
2015-11-01,210905,3.6138306,Fresh chicken
